PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
264,Earth,FALSE,TRAPPIST-1e,16,FALSE,0,20,0,300,681,Shaylee Costa,FALSE
265,Earth,FALSE,TRAPPIST-1e,45,FALSE,0,0,450,94,364,Madelynn Horn,FALSE
266,Mars,TRUE,TRAPPIST-1e,40,FALSE,0,0,0,0,0,Ayla Boyd,TRUE
267,Europa,TRUE,55 Cancri e,65,FALSE,0,0,0,0,0,Carina Lang,TRUE
268,Earth,FALSE,TRAPPIST-1e,34,FALSE,1242,444,0,22,0,Mathias Baxter,FALSE
269,Europa,TRUE,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Zain Newton,TRUE
270,Earth,FALSE,55 Cancri e,25,FALSE,0,83,0,439,0,Dayami Krueger,FALSE
271,Europa,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Jamison Singleton,TRUE
272,Earth,FALSE,TRAPPIST-1e,24,FALSE,290,64,413,35,0,Elijah Frey,TRUE
273,Earth,FALSE,TRAPPIST-1e,23,FALSE,1,700,0,7,136,Sherlyn Johnson,FALSE
274,Earth,FALSE,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Lukas Huff,FALSE
275,Mars,FALSE,TRAPPIST-1e,50,FALSE,748,164,269,0,0,Bianca Mcdonald,FALSE
276,Mars,FALSE,TRAPPIST-1e,31,FALSE,166,0,297,835,0,Zane Rose,FALSE
277,Mars,FALSE,TRAPPIST-1e,37,FALSE,1000,0,80,40,0,Crystal Caldwell,FALSE
278,Europa,FALSE,TRAPPIST-1e,35,FALSE,345,4514,0,0,421,Dominik Pratt,TRUE
279,Mars,FALSE,TRAPPIST-1e,27,FALSE,875,0,61,289,0,Khalil Benjamin,FALSE
280,Europa,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Evangeline Andrade,TRUE
281,Europa,FALSE,TRAPPIST-1e,60,TRUE,1891,640,0,360,52,Jordan Vaughan,TRUE
282,Earth,FALSE,55 Cancri e,14,FALSE,0,885,8,0,0,Grayson Franco,TRUE
283,Mars,FALSE,TRAPPIST-1e,24,FALSE,165,0,981,2,0,Albert Brown,TRUE
284,Earth,TRUE,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Eden Santos,FALSE
285,Europa,TRUE,55 Cancri e,18,FALSE,0,0,0,0,0,Carley Kidd,TRUE
286,Earth,TRUE,55 Cancri e,39,FALSE,0,0,0,0,0,Nash Lowe,TRUE
287,Earth,TRUE,TRAPPIST-1e,71,FALSE,0,0,0,0,0,Ana Patel,TRUE
288,Earth,TRUE,55 Cancri e,23,FALSE,0,0,0,0,0,Tessa Gomez,TRUE
289,Earth,FALSE,TRAPPIST-1e,24,FALSE,3,361,94,824,160,Madelyn Marquez,FALSE
290,Earth,FALSE,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Willie Hendrix,TRUE
291,Europa,TRUE,55 Cancri e,26,FALSE,0,0,0,0,0,Cristopher Guerra,TRUE
292,Earth,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Cohen Kent,TRUE
293,Earth,FALSE,TRAPPIST-1e,20,FALSE,0,537,612,3,0,Anderson Rodriguez,TRUE
294,Europa,TRUE,TRAPPIST-1e,55,FALSE,0,0,0,0,0,Kiara Bell,TRUE
295,Earth,FALSE,TRAPPIST-1e,35,FALSE,0,88,718,46,0,Sierra Parsons,FALSE
296,Mars,FALSE,TRAPPIST-1e,45,FALSE,2,36,1110,9,0,Delilah Mack,FALSE
297,Earth,FALSE,TRAPPIST-1e,53,FALSE,627,32,0,0,37,Jameson Lewis,FALSE
298,Mars,TRUE,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Taliyah Mclean,TRUE
299,Europa,FALSE,TRAPPIST-1e,26,FALSE,0,4810,0,981,2054,Eli Cole,FALSE
300,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,0,0,938,44,Talan Bean,FALSE
301,Earth,TRUE,PSO J318.5-22,27,FALSE,0,0,0,0,0,Keyon Choi,TRUE
302,Earth,FALSE,PSO J318.5-22,10,FALSE,0,0,0,0,0,Lia Lynch,TRUE
303,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,313,299,92,Arianna Yu,FALSE
304,Earth,FALSE,55 Cancri e,21,FALSE,112,0,0,0,1333,Lina Cummings,FALSE
305,Europa,FALSE,TRAPPIST-1e,41,FALSE,4,4619,0,251,213,Cristofer Cooke,TRUE
306,Mars,FALSE,TRAPPIST-1e,42,FALSE,1381,0,1243,0,0,Donavan Pennington,FALSE
307,Europa,FALSE,55 Cancri e,33,FALSE,0,286,1795,712,7041,Austin Villa,FALSE
308,Earth,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Brock Meadows,FALSE
309,Europa,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Joaquin Melton,TRUE
310,Europa,FALSE,TRAPPIST-1e,33,FALSE,0,86,796,584,10912,Kareem Foster,FALSE
311,Mars,FALSE,TRAPPIST-1e,61,FALSE,1114,0,68,0,0,Matilda Wolfe,FALSE
312,Europa,FALSE,55 Cancri e,48,FALSE,0,342,929,10887,0,Shea Conrad,FALSE
313,Europa,FALSE,55 Cancri e,54,TRUE,0,316,1,2038,388,Winston Mclean,FALSE
314,Earth,TRUE,55 Cancri e,23,FALSE,0,0,0,0,0,Armando Leach,TRUE
315,Earth,FALSE,TRAPPIST-1e,18,FALSE,754,0,34,0,0,Kenzie Mahoney,FALSE
316,Earth,FALSE,TRAPPIST-1e,33,FALSE,954,0,10,3,2,Renee Holden,FALSE
317,Earth,FALSE,55 Cancri e,13,FALSE,0,7,0,339,359,Roselyn Stark,FALSE
318,Europa,TRUE,55 Cancri e,24,FALSE,0,0,0,0,0,Michaela Mayer,TRUE
319,Mars,FALSE,TRAPPIST-1e,35,FALSE,2758,0,1,0,0,Peyton Patel,FALSE
320,Mars,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Dax May,TRUE
321,Earth,FALSE,55 Cancri e,29,FALSE,0,10,0,0,715,Izaiah Chang,FALSE
322,Mars,TRUE,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Giana Edwards,TRUE
323,Europa,FALSE,TRAPPIST-1e,53,FALSE,0,0,0,0,0,Aubrie Hull,TRUE
324,Earth,FALSE,TRAPPIST-1e,24,FALSE,0,1220,0,140,0,Macy Santana,FALSE
325,Europa,FALSE,TRAPPIST-1e,26,FALSE,0,1549,0,0,766,Matthias Donovan,TRUE
326,Europa,FALSE,TRAPPIST-1e,56,FALSE,0,7447,0,253,35,Noah Kelly,TRUE
327,Earth,FALSE,TRAPPIST-1e,33,FALSE,457,0,0,0,445,Heaven Perry,FALSE
328,Mars,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Rhianna Contreras,TRUE
329,Earth,FALSE,55 Cancri e,0,FALSE,0,0,0,0,0,Isis Ho,TRUE
330,Earth,TRUE,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Tabitha Kaiser,FALSE
331,Mars,TRUE,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Leon Barrera,TRUE
332,Earth,FALSE,PSO J318.5-22,30,FALSE,0,34,143,275,0,Tyrese Wilkerson,FALSE
333,Earth,FALSE,TRAPPIST-1e,30,FALSE,0,114,0,726,67,Griffin Padilla,FALSE
334,Mars,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Kadyn Conrad,TRUE
335,Europa,TRUE,55 Cancri e,60,FALSE,0,0,0,0,0,Savanna Phelps,TRUE
336,Earth,FALSE,TRAPPIST-1e,28,FALSE,0,508,334,0,46,Jacob Dorsey,TRUE
337,Earth,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Amaris Chambers,FALSE
338,Earth,TRUE,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Gerardo Patrick,TRUE
339,Earth,FALSE,55 Cancri e,23,FALSE,29,34,1,2838,0,Jacey Esparza,FALSE
340,Europa,TRUE,55 Cancri e,27,FALSE,0,0,0,0,0,Logan Valenzuela,TRUE
341,Mars,FALSE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Sierra Decker,FALSE
342,Earth,FALSE,TRAPPIST-1e,39,FALSE,130,741,0,0,0,Kason Delacruz,FALSE
343,Earth,FALSE,TRAPPIST-1e,35,FALSE,227,117,394,9,56,Cohen Lewis,FALSE
344,Earth,FALSE,TRAPPIST-1e,44,FALSE,0,509,129,246,0,Alonzo Booth,TRUE
345,Earth,FALSE,55 Cancri e,21,FALSE,564,9,0,0,30,Kelton Long,TRUE
346,Earth,FALSE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Esmeralda Bautista,FALSE
347,Mars,FALSE,55 Cancri e,3,FALSE,0,0,0,0,0,Caitlyn Wilcox,TRUE
348,Mars,TRUE,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Julian Hopkins,TRUE
349,Earth,FALSE,TRAPPIST-1e,57,FALSE,433,0,0,371,0,Koen Mckenzie,FALSE
350,Mars,TRUE,TRAPPIST-1e,48,FALSE,0,0,0,0,0,Eleanor Stephenson,TRUE
351,Earth,FALSE,55 Cancri e,4,FALSE,0,0,0,0,0,Ronan Castillo,TRUE
352,Earth,FALSE,TRAPPIST-1e,39,FALSE,0,21,63,677,0,Korbin Joyce,FALSE
353,Earth,TRUE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Selah Gill,TRUE
354,Earth,TRUE,55 Cancri e,0,FALSE,0,0,0,0,0,Nehemiah Gonzales,TRUE
355,Earth,FALSE,TRAPPIST-1e,14,FALSE,30,757,115,0,0,Drake Benitez,TRUE
356,Earth,TRUE,55 Cancri e,38,FALSE,0,0,0,0,0,Oswaldo Cherry,FALSE
357,Earth,FALSE,55 Cancri e,22,FALSE,0,509,2,8,74,Noe Fitzpatrick,TRUE
358,Earth,FALSE,TRAPPIST-1e,52,FALSE,809,0,0,0,0,Kendrick Craig,TRUE
359,Earth,FALSE,55 Cancri e,26,FALSE,595,84,0,0,131,Konner Marquez,TRUE
360,Europa,TRUE,55 Cancri e,41,FALSE,0,0,0,0,0,Kyan Melton,TRUE
361,Europa,TRUE,55 Cancri e,53,FALSE,0,0,0,0,0,Malia Logan,TRUE
362,Europa,FALSE,TRAPPIST-1e,32,FALSE,0,1285,0,3030,334,Jamir Burke,FALSE
363,Earth,FALSE,55 Cancri e,14,FALSE,834,1080,3,183,208,Josue Haynes,FALSE
364,Earth,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Zachary Pollard,TRUE
365,Earth,FALSE,TRAPPIST-1e,56,FALSE,0,1721,0,96,0,Maia Hobbs,FALSE
366,Europa,TRUE,55 Cancri e,59,FALSE,0,0,0,0,0,Genesis Bell,TRUE
367,Earth,FALSE,TRAPPIST-1e,56,FALSE,0,335,532,15,26,Lily Larson,FALSE
368,Earth,FALSE,PSO J318.5-22,25,FALSE,15,3,0,635,0,Charlie Steele,FALSE
369,Earth,FALSE,PSO J318.5-22,37,FALSE,308,35,415,10,0,Octavio Galloway,TRUE
370,Earth,TRUE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Leon Simmons,FALSE
371,Mars,TRUE,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Gabriella David,TRUE
372,Earth,FALSE,TRAPPIST-1e,44,FALSE,86,525,16,49,39,Selena Andrade,TRUE
373,Earth,FALSE,TRAPPIST-1e,48,FALSE,0,33,654,0,113,Annabel Mosley,TRUE
374,Europa,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Jayleen Dawson,TRUE
375,Earth,FALSE,55 Cancri e,24,FALSE,700,0,0,0,0,Valery Estrada,FALSE
376,Earth,FALSE,55 Cancri e,7,FALSE,0,0,0,0,0,Issac Soto,FALSE
377,Europa,FALSE,55 Cancri e,33,FALSE,0,73,31,8493,9065,Cheyenne Garrett,FALSE
378,Earth,FALSE,TRAPPIST-1e,49,FALSE,0,0,0,724,0,Skylar Blake,FALSE
379,Europa,FALSE,55 Cancri e,31,TRUE,0,11003,552,8157,5688,Luke Ford,FALSE
380,Earth,TRUE,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Gregory Nolan,TRUE
381,Earth,FALSE,TRAPPIST-1e,25,FALSE,1,0,1,14,1491,Frances Barker,FALSE
382,Mars,FALSE,TRAPPIST-1e,27,FALSE,244,0,492,297,23,Adison Burch,TRUE
383,Mars,FALSE,TRAPPIST-1e,26,FALSE,1751,0,0,0,0,Izabelle Cantrell,FALSE
384,Mars,FALSE,TRAPPIST-1e,26,FALSE,1333,0,50,0,0,Derek Cordova,FALSE
385,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,10,0,702,1,Allie Caldwell,FALSE
386,Mars,FALSE,PSO J318.5-22,36,FALSE,241,0,670,0,0,Karla Schmidt,FALSE
387,Earth,FALSE,55 Cancri e,12,FALSE,0,0,0,0,0,Rocco Gates,TRUE
388,Europa,FALSE,TRAPPIST-1e,26,FALSE,0,3818,0,1877,136,Sienna Farley,FALSE
389,Europa,TRUE,55 Cancri e,40,FALSE,0,0,0,0,0,Hayley Sanford,TRUE
390,Europa,TRUE,55 Cancri e,39,FALSE,0,0,0,0,0,Gianna Bowman,TRUE
391,Europa,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Marisa Mcclure,TRUE
392,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,165,14,629,Lesly Rojas,FALSE
393,Earth,FALSE,PSO J318.5-22,15,FALSE,0,0,9,0,952,Mary Francis,FALSE
394,Europa,FALSE,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Zayden Strong,TRUE
395,Mars,FALSE,TRAPPIST-1e,27,FALSE,103,1,49,2421,24,Laila Baxter,FALSE
396,Mars,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Leah Conner,TRUE
397,Europa,FALSE,55 Cancri e,46,FALSE,0,3571,0,0,7,Caylee Proctor,TRUE
398,Earth,TRUE,55 Cancri e,7,FALSE,0,0,0,0,0,Kailey Barrett,TRUE
399,Europa,FALSE,55 Cancri e,42,FALSE,0,1180,0,2677,283,Gilbert Cobb,FALSE
400,Europa,FALSE,TRAPPIST-1e,30,TRUE,0,632,0,673,2272,Corinne David,FALSE
401,Earth,FALSE,TRAPPIST-1e,49,FALSE,0,0,1526,960,0,Messiah Mcneil,FALSE
402,Earth,TRUE,PSO J318.5-22,49,FALSE,0,0,0,0,0,Aubrie Maxwell,TRUE
403,Earth,FALSE,TRAPPIST-1e,14,FALSE,399,22,458,506,187,Glenn Huerta,FALSE
404,Earth,FALSE,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Cassidy Galloway,TRUE
405,Earth,FALSE,TRAPPIST-1e,31,FALSE,1364,0,0,0,21,Kristina Hahn,FALSE
406,Earth,FALSE,TRAPPIST-1e,41,FALSE,85,804,0,0,0,Holly Best,TRUE
407,Earth,FALSE,PSO J318.5-22,44,FALSE,0,483,0,291,0,Karina Chang,TRUE
408,Europa,FALSE,55 Cancri e,54,TRUE,0,7996,0,4549,10206,Adriana Ryan,FALSE
409,Mars,FALSE,TRAPPIST-1e,30,FALSE,269,96,252,0,0,Sammy May,FALSE
410,Earth,TRUE,TRAPPIST-1e,8,FALSE,0,0,0,0,0,Lucia Church,FALSE
411,Europa,TRUE,TRAPPIST-1e,60,FALSE,0,0,0,0,0,Hugh Navarro,TRUE
412,Europa,FALSE,TRAPPIST-1e,28,FALSE,0,132,4,1915,0,Kate Holland,FALSE
413,Earth,FALSE,TRAPPIST-1e,20,FALSE,11,0,0,843,0,Sam Pierce,FALSE
414,Europa,FALSE,55 Cancri e,29,FALSE,0,42,0,4651,661,Kaylie Carpenter,FALSE
415,Mars,TRUE,TRAPPIST-1e,48,FALSE,0,0,0,0,0,Kevin Mullen,TRUE
416,Earth,FALSE,55 Cancri e,23,FALSE,0,306,392,9,13,Salma Harding,FALSE
417,Europa,TRUE,55 Cancri e,15,FALSE,0,0,0,0,0,Malik Rowe,TRUE
418,Europa,TRUE,55 Cancri e,25,FALSE,0,0,0,0,0,Sanaa Hale,TRUE
419,Earth,FALSE,TRAPPIST-1e,22,FALSE,116,0,786,6,0,Marisol Bowers,TRUE
420,Earth,FALSE,TRAPPIST-1e,26,FALSE,621,1,98,11,135,Mireya Griffin,FALSE
421,Mars,FALSE,TRAPPIST-1e,61,FALSE,953,415,974,0,133,Jameson Harrington,FALSE
422,Mars,TRUE,55 Cancri e,20,FALSE,0,0,0,0,0,Ayla Miranda,TRUE
423,Earth,FALSE,TRAPPIST-1e,27,FALSE,0,0,0,658,133,Lilian Mckay,FALSE
424,Mars,TRUE,TRAPPIST-1e,28,FALSE,0,0,0,0,0,Ali Kramer,TRUE
425,Earth,FALSE,TRAPPIST-1e,35,FALSE,503,236,2,0,68,Kendall Trujillo,FALSE
426,Europa,FALSE,55 Cancri e,62,FALSE,362,1049,46,104,829,Jayda Hoover,TRUE
427,Earth,FALSE,TRAPPIST-1e,24,FALSE,0,10,758,0,20,Mohammad Koch,FALSE
428,Mars,TRUE,55 Cancri e,23,FALSE,0,0,0,0,0,Mauricio Hawkins,TRUE
429,Europa,FALSE,TRAPPIST-1e,23,FALSE,30,2237,1,49,52,Aydin Ray,TRUE
430,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,670,0,32,Nolan Young,TRUE
431,Europa,FALSE,TRAPPIST-1e,14,FALSE,2,881,0,578,214,Daniel Lloyd,FALSE
432,Earth,TRUE,55 Cancri e,16,FALSE,0,0,0,0,0,Harold Glass,TRUE
433,Earth,TRUE,55 Cancri e,13,FALSE,0,0,0,0,0,Taliyah Andrews,TRUE
434,Mars,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Nyla Spence,TRUE
435,Mars,TRUE,TRAPPIST-1e,37,FALSE,0,0,0,0,0,Siena Watts,FALSE
436,Europa,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Harper Palmer,TRUE
437,Earth,FALSE,TRAPPIST-1e,19,FALSE,640,0,0,38,12,Riley Guerra,FALSE
438,Earth,FALSE,TRAPPIST-1e,24,FALSE,381,925,342,0,642,Uriel Novak,FALSE
439,Europa,FALSE,TRAPPIST-1e,27,FALSE,0,2481,0,3657,93,Chase Hart,FALSE
440,Europa,FALSE,55 Cancri e,36,FALSE,0,4967,82,1517,575,Caroline Hopkins,TRUE
441,Europa,FALSE,TRAPPIST-1e,31,FALSE,0,2520,1,1,0,Seamus Bullock,TRUE
442,Earth,FALSE,TRAPPIST-1e,25,FALSE,0,0,251,0,552,Lawrence Alvarado,FALSE
443,Mars,FALSE,TRAPPIST-1e,43,FALSE,546,0,41,710,0,Alberto Burke,FALSE
444,Earth,FALSE,TRAPPIST-1e,21,FALSE,128,108,8,3,522,Paige Larson,FALSE
445,Europa,FALSE,55 Cancri e,29,FALSE,0,12563,0,3,5057,Jermaine Simmons,FALSE
446,Earth,FALSE,TRAPPIST-1e,30,FALSE,604,0,50,147,2,Hadley Bridges,FALSE
447,Mars,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Reynaldo Gill,TRUE
448,Mars,FALSE,55 Cancri e,18,FALSE,86,1164,516,0,0,Gustavo Rice,TRUE
449,Mars,FALSE,TRAPPIST-1e,38,FALSE,490,663,358,855,0,Camryn Nicholson,FALSE
450,Europa,FALSE,TRAPPIST-1e,37,FALSE,0,13561,15,4060,72,Sydnee Norris,FALSE
451,Europa,FALSE,TRAPPIST-1e,23,FALSE,9,4081,0,0,16,Terrell Marsh,TRUE
452,Europa,FALSE,TRAPPIST-1e,22,FALSE,0,11594,0,10247,1,Milo Arnold,FALSE
453,Europa,FALSE,55 Cancri e,33,FALSE,0,8759,0,2788,4513,Adam Padilla,FALSE
454,Europa,TRUE,55 Cancri e,17,FALSE,0,0,0,0,0,Chasity Dominguez,TRUE
455,Earth,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Bennett Small,TRUE
456,Earth,FALSE,TRAPPIST-1e,21,FALSE,0,296,2,0,1543,Khloe Riley,FALSE
457,Europa,TRUE,55 Cancri e,54,FALSE,0,0,0,0,0,Lorelei Johnston,TRUE
458,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,22,0,702,Makaila Hayden,FALSE
459,Europa,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Jovan Patel,TRUE
460,Earth,TRUE,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Elsa Cordova,TRUE
461,Earth,FALSE,TRAPPIST-1e,32,FALSE,0,850,81,437,453,Myah Austin,FALSE
462,Mars,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Bradyn Klein,TRUE
463,Europa,FALSE,TRAPPIST-1e,52,FALSE,2,364,0,2144,1804,Reuben Park,FALSE
464,Earth,TRUE,55 Cancri e,16,FALSE,0,0,0,0,0,Caleb Steele,TRUE
465,Mars,FALSE,TRAPPIST-1e,37,FALSE,237,2,708,0,0,Peter Osborn,TRUE
466,Mars,FALSE,TRAPPIST-1e,28,FALSE,3,0,0,327,2054,Santiago Gibbs,FALSE
467,Earth,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Kristian Jenkins,TRUE
468,Europa,FALSE,55 Cancri e,34,FALSE,0,5,11,62,5804,Gary Oliver,FALSE
469,Earth,FALSE,TRAPPIST-1e,55,FALSE,0,0,719,274,0,Jazlyn Avery,FALSE
470,Earth,FALSE,TRAPPIST-1e,24,FALSE,711,0,0,59,57,Levi Shields,FALSE
471,Earth,FALSE,TRAPPIST-1e,22,FALSE,753,0,0,0,0,Ramiro Cooke,FALSE
472,Europa,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Kristopher Sellers,TRUE
473,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,46,0,676,0,Gina Glenn,FALSE
474,Europa,FALSE,55 Cancri e,40,FALSE,0,17687,0,425,155,Juan Guzman,TRUE
475,Earth,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Kaylin Gates,TRUE
476,Earth,FALSE,TRAPPIST-1e,29,FALSE,311,7,665,0,0,Lucian Riddle,FALSE
477,Earth,FALSE,55 Cancri e,23,FALSE,42,0,0,765,2,Muhammad Conner,FALSE
478,Earth,TRUE,TRAPPIST-1e,2,FALSE,0,0,0,0,0,Virginia Calderon,TRUE
479,Earth,TRUE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Alena Tran,FALSE
480,Europa,FALSE,TRAPPIST-1e,21,FALSE,0,2834,0,414,558,Justus Fisher,TRUE
481,Earth,FALSE,TRAPPIST-1e,32,FALSE,238,156,3,2,324,Helena Zimmerman,FALSE
482,Mars,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Halle Mahoney,FALSE
483,Earth,FALSE,TRAPPIST-1e,45,FALSE,1,197,0,660,15,Jayvon Bridges,FALSE
484,Europa,TRUE,55 Cancri e,48,FALSE,0,0,0,0,0,Prince Rhodes,TRUE
485,Earth,FALSE,TRAPPIST-1e,31,FALSE,0,918,0,0,900,Jair Serrano,FALSE
486,Earth,TRUE,PSO J318.5-22,18,FALSE,0,0,0,0,0,Leon Shea,TRUE
487,Earth,FALSE,PSO J318.5-22,20,FALSE,120,321,0,932,175,Madalyn Sanchez,FALSE
488,Europa,TRUE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Hunter Underwood,TRUE
489,Mars,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Kasey Calhoun,TRUE
490,Europa,TRUE,TRAPPIST-1e,24,FALSE,0,0,0,0,0,Philip Hunt,FALSE
491,Europa,FALSE,55 Cancri e,22,FALSE,0,4209,26,2462,466,Ace Pittman,TRUE
492,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Trystan Buckley,TRUE
493,Europa,FALSE,TRAPPIST-1e,30,FALSE,14,12045,0,2121,0,Mary Hutchinson,TRUE
494,Mars,FALSE,TRAPPIST-1e,23,FALSE,1696,46,82,235,17,Elaina Forbes,FALSE
495,Mars,TRUE,55 Cancri e,56,FALSE,0,0,0,0,0,Lyric Bryant,TRUE
496,Mars,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Janae Mack,TRUE
497,Europa,TRUE,55 Cancri e,28,FALSE,0,0,0,0,0,Dexter Cannon,TRUE
498,Mars,FALSE,TRAPPIST-1e,37,FALSE,1094,2,26,34,1,Alanna Moses,FALSE
499,Earth,FALSE,TRAPPIST-1e,19,FALSE,29,2633,0,0,124,Crystal Kline,TRUE
500,Earth,TRUE,TRAPPIST-1e,52,FALSE,0,0,0,0,0,Yurem Barker,FALSE
501,Earth,TRUE,55 Cancri e,15,FALSE,0,0,0,0,0,Ruth Randall,TRUE
502,Earth,FALSE,TRAPPIST-1e,5,FALSE,0,0,0,0,0,Konnor Christian,FALSE
503,Earth,FALSE,TRAPPIST-1e,29,FALSE,646,91,13,0,0,Jared Esparza,TRUE
504,Europa,TRUE,TRAPPIST-1e,68,FALSE,0,0,0,0,0,Nathen Salazar,TRUE
505,Earth,FALSE,TRAPPIST-1e,20,FALSE,415,479,0,1019,239,Lilian Bridges,FALSE
506,Europa,FALSE,55 Cancri e,23,FALSE,36,2467,0,381,803,Clayton Glenn,FALSE
507,Europa,FALSE,TRAPPIST-1e,33,FALSE,0,0,0,0,0,Anaya Choi,FALSE
508,Earth,FALSE,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Angela Doyle,FALSE
509,Earth,FALSE,PSO J318.5-22,33,FALSE,0,688,2,0,426,Cecilia Casey,FALSE
510,Mars,FALSE,TRAPPIST-1e,32,FALSE,288,0,592,670,40,Amare Meadows,FALSE
511,Earth,FALSE,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Mia Nichols,FALSE
512,Earth,FALSE,PSO J318.5-22,60,FALSE,0,0,789,283,3,Sullivan Mosley,FALSE
513,Earth,FALSE,55 Cancri e,35,FALSE,256,0,341,35,0,Kelton Spence,TRUE
514,Mars,FALSE,TRAPPIST-1e,14,FALSE,246,0,2153,0,0,Cadence Patel,TRUE
515,Europa,FALSE,TRAPPIST-1e,32,FALSE,401,3724,5,422,62,Max Soto,TRUE
516,Earth,TRUE,PSO J318.5-22,17,FALSE,0,0,0,0,0,Kyler Winters,FALSE
517,Europa,FALSE,55 Cancri e,35,FALSE,54,493,12,6691,253,Savion Mcintyre,FALSE
518,Earth,TRUE,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Reilly Gaines,TRUE
519,Earth,TRUE,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Adolfo Webb,TRUE
520,Mars,FALSE,TRAPPIST-1e,23,FALSE,821,0,863,664,0,Ariel Love,FALSE
521,Europa,TRUE,55 Cancri e,17,FALSE,0,0,0,0,0,Summer Barker,TRUE
522,Earth,TRUE,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Morgan Ellison,TRUE
523,Europa,FALSE,55 Cancri e,45,FALSE,39,7295,589,110,124,Jessie Gutierrez,TRUE
524,Mars,FALSE,TRAPPIST-1e,32,FALSE,2937,60,696,0,0,Paxton Gentry,FALSE
525,Mars,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Alonso Camacho,TRUE
526,Mars,FALSE,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Messiah Chapman,TRUE
527,Europa,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Aarav Mann,TRUE
528,Mars,FALSE,TRAPPIST-1e,20,FALSE,464,0,1432,0,0,Naima Morales,TRUE
529,Earth,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Shyla Sharp,FALSE
530,Europa,FALSE,55 Cancri e,31,TRUE,0,27723,3,202,3146,Lauren Mcgrath,TRUE
